Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2023,Pierce,WA,Passenger,6381,2540,8921,535986,544907,1.64
November 30 2022,Franklin,WA,Truck,3,0,3,20918,20921,0.01
December 31 2022,Thurston,WA,Truck,38,0,38,54531,54569,0.07
February 28 2022,Island,WA,Passenger,744,349,1093,62101,63194,1.73
June 30 2022,Adams,WA,Truck,1,0,1,5467,5468,0.02
January 31 2023,Grant,WA,Passenger,231,113,344,66784,67128,0.51
January 31 2023,Whatcom,WA,Passenger,2161,819,2980,148475,151455,1.97
September 30 2023,Asotin,WA,Truck,0,0,0,6628,6628,0
May 31 2022,Thurston,WA,Passenger,2122,1027,3149,193857,197006,1.6
December 31 2023,Columbia,WA,Truck,0,0,0,1549,1549,0
May 31 2022,Ferry,WA,Truck,0,0,0,3565,3565,0
May 31 2022,Douglas,WA,Passenger,131,58,189,28493,28682,0.66
July 31 2023,Whitman,WA,Passenger,159,79,238,21920,22158,1.07
May 31 2023,Grant,WA,Passenger,277,122,399,66950,67349,0.59
December 31 2022,Wahkiakum,WA,Truck,1,0,1,1786,1787,0.06
February 28 2022,Skamania,WA,Truck,0,0,0,3995,3995,0
October 31 2022,Asotin,WA,Passenger,26,19,45,12498,12543,0.36
September 30 2023,Wahkiakum,WA,Truck,4,0,4,1765,1769,0.23
August 31 2023,Mason,WA,Truck,14,0,14,20579,20593,0.07
April 30 2022,Stevens,WA,Truck,0,0,0,18960,18960,0
April 30 2023,Island,WA,Truck,27,0,27,20968,20995,0.13
August 31 2022,Thurston,WA,Passenger,2322,1083,3405,192417,195822,1.74
January 31 2022,Pend Oreille,WA,Passenger,17,9,26,9104,9130,0.28
March 31 2022,Ferry,WA,Passenger,17,3,20,4422,4442,0.45
April 30 2022,San Juan,WA,Truck,1,0,1,5983,5984,0.02
July 31 2022,Mason,WA,Passenger,318,173,491,47042,47533,1.03
May 31 2023,Wahkiakum,WA,Truck,2,0,2,1774,1776,0.11
January 31 2022,Klickitat,WA,Truck,0,0,0,8321,8321,0
December 31 2023,Pacific,WA,Truck,6,0,6,7817,7823,0.08
March 31 2023,Wahkiakum,WA,Passenger,24,16,40,3060,3100,1.29
October 31 2023,Pacific,WA,Truck,5,0,5,7806,7811,0.06
July 31 2023,Snohomish,WA,Passenger,13175,3138,16313,527138,543451,3
August 31 2023,Pierce,WA,Passenger,8305,2904,11209,527790,538999,2.08
November 30 2022,Asotin,WA,Passenger,29,20,49,12453,12502,0.39
April 30 2023,Mason,WA,Truck,11,0,11,20770,20781,0.05
February 28 2023,Grant,WA,Truck,7,0,7,28046,28053,0.02
May 31 2023,Stevens,WA,Truck,1,0,1,18712,18713,0.01
July 31 2023,Spokane,WA,Passenger,2362,1133,3495,321970,325465,1.07
June 30 2022,Kittitas,WA,Truck,1,0,1,14651,14652,0.01
August 31 2023,Lincoln,WA,Truck,0,0,0,4842,4842,0
August 31 2022,Klickitat,WA,Passenger,105,54,159,15150,15309,1.04
March 31 2023,Grays Harbor,WA,Truck,2,0,2,20988,20990,0.01
February 28 2023,Chelan,WA,Passenger,564,151,715,54226,54941,1.3
July 31 2022,Klickitat,WA,Truck,0,0,0,8274,8274,0
April 30 2022,Franklin,WA,Truck,0,0,0,20913,20913,0
January 31 2023,Cowlitz,WA,Passenger,418,192,610,70083,70693,0.86
February 28 2022,Pierce,WA,Passenger,4478,2170,6648,551463,558111,1.19
November 30 2022,Jefferson,WA,Truck,6,0,6,9374,9380,0.06
April 30 2022,Kittitas,WA,Passenger,235,78,313,29722,30035,1.04
March 31 2022,Grays Harbor,WA,Passenger,205,157,362,49271,49633,0.73
June 30 2023,Clallam,WA,Passenger,549,284,833,49008,49841,1.67
March 31 2023,Franklin,WA,Truck,5,0,5,20853,20858,0.02
August 31 2022,Clark,WA,Passenger,4342,1850,6192,314967,321159,1.93
June 30 2023,Franklin,WA,Passenger,308,138,446,61920,62366,0.72
July 31 2022,Grant,WA,Truck,0,0,0,27938,27938,0
June 30 2023,Douglas,WA,Passenger,208,63,271,28764,29035,0.93
December 31 2023,Kitsap,WA,Passenger,3943,1517,5460,175143,180603,3.02
January 31 2022,Kittitas,WA,Truck,0,0,0,14769,14769,0
September 30 2023,Mason,WA,Truck,16,0,16,20600,20616,0.08
April 30 2023,Pend Oreille,WA,Passenger,31,13,44,8882,8926,0.49
January 31 2023,Franklin,WA,Passenger,262,124,386,61756,62142,0.62
January 31 2023,Clallam,WA,Truck,9,0,9,21834,21843,0.04
March 31 2022,Pend Oreille,WA,Passenger,16,10,26,9035,9061,0.29
April 30 2023,Clallam,WA,Truck,17,0,17,21734,21751,0.08
April 30 2023,Klickitat,WA,Truck,8,0,8,8257,8265,0.1
December 31 2023,King,WA,Passenger,69524,16679,86203,1315878,1402081,6.15
October 31 2023,Skagit,WA,Passenger,1274,459,1733,88676,90409,1.92
September 30 2022,Skagit,WA,Passenger,870,349,1219,89506,90725,1.34
September 30 2023,Clallam,WA,Truck,18,0,18,21664,21682,0.08
October 31 2023,Garfield,WA,Passenger,0,4,4,1293,1297,0.31
October 31 2023,Whatcom,WA,Truck,77,0,77,42512,42589,0.18
January 31 2023,Clallam,WA,Passenger,500,267,767,49291,50058,1.53
June 30 2022,Skagit,WA,Truck,3,0,3,32311,32314,0.01
July 31 2022,Pierce,WA,Passenger,5234,2330,7564,542467,550031,1.38
December 31 2022,Skagit,WA,Truck,11,0,11,32098,32109,0.03
September 30 2023,Pierce,WA,Truck,193,0,193,135758,135951,0.14
March 31 2022,Skagit,WA,Truck,1,0,1,32515,32516,0
January 31 2022,Island,WA,Truck,1,0,1,21408,21409,0
May 31 2022,Chelan,WA,Truck,2,0,2,23042,23044,0.01
September 30 2022,Thurston,WA,Truck,21,0,21,54900,54921,0.04
November 30 2023,Franklin,WA,Passenger,376,158,534,62283,62817,0.85
January 31 2023,Thurston,WA,Truck,42,0,42,54460,54502,0.08
May 31 2023,Douglas,WA,Passenger,197,60,257,28717,28974,0.89
April 30 2023,Garfield,WA,Truck,0,0,0,978,978,0
July 31 2022,Lincoln,WA,Passenger,9,16,25,7703,7728,0.32
May 31 2022,Stevens,WA,Passenger,65,54,119,30008,30127,0.39
May 31 2023,Skagit,WA,Truck,19,0,19,31905,31924,0.06
February 28 2022,Franklin,WA,Passenger,175,102,277,62004,62281,0.44
March 31 2022,Pierce,WA,Truck,2,0,2,143269,143271,0
December 31 2023,Thurston,WA,Passenger,3789,1404,5193,189372,194565,2.67
May 31 2022,Skamania,WA,Truck,0,0,0,3963,3963,0
July 31 2023,Klickitat,WA,Truck,11,0,11,8198,8209,0.13
July 31 2022,Pacific,WA,Passenger,64,71,135,15803,15938,0.85
June 30 2022,Pierce,WA,Passenger,5053,2302,7355,544667,552022,1.33
May 31 2022,Lewis,WA,Truck,0,0,0,26402,26402,0
February 28 2022,Jefferson,WA,Truck,0,0,0,9575,9575,0
March 31 2022,Kitsap,WA,Truck,1,0,1,53883,53884,0
August 31 2022,Benton,WA,Truck,5,0,5,43366,43371,0.01
April 30 2023,Clark,WA,Passenger,5456,2211,7667,313194,320861,2.39
November 30 2022,Island,WA,Truck,14,0,14,21170,21184,0.07
March 31 2022,Thurston,WA,Passenger,2024,1000,3024,194847,197871,1.53
July 31 2023,Whatcom,WA,Passenger,2563,906,3469,147770,151239,2.29
September 30 2023,Benton,WA,Truck,30,0,30,43128,43158,0.07
February 28 2022,Chelan,WA,Passenger,429,121,550,54526,55076,1
October 31 2022,Grays Harbor,WA,Passenger,231,166,397,48658,49055,0.81
August 31 2023,Clallam,WA,Truck,18,0,18,21653,21671,0.08
July 31 2023,Walla Walla,WA,Passenger,226,115,341,35357,35698,0.96
March 31 2023,Lincoln,WA,Passenger,18,17,35,7693,7728,0.45
February 28 2022,Whatcom,WA,Truck,4,0,4,43556,43560,0.01
November 30 2022,Benton,WA,Passenger,909,491,1400,135595,136995,1.02
July 31 2022,Island,WA,Truck,6,0,6,21253,21259,0.03
July 31 2023,Clallam,WA,Truck,18,0,18,21702,21720,0.08
May 31 2022,Skagit,WA,Passenger,760,332,1092,89967,91059,1.2
March 31 2022,Kittitas,WA,Passenger,224,75,299,29769,30068,0.99
November 30 2023,Benton,WA,Passenger,1358,640,1998,135388,137386,1.45
March 31 2022,Spokane,WA,Truck,0,0,0,102320,102320,0
July 31 2023,Franklin,WA,Passenger,322,143,465,61915,62380,0.75
September 30 2023,Cowlitz,WA,Truck,10,0,10,28021,28031,0.04
March 31 2023,Thurston,WA,Passenger,2823,1172,3995,190307,194302,2.06
October 31 2023,Pend Oreille,WA,Passenger,31,19,50,8809,8859,0.56
February 28 2022,Clallam,WA,Passenger,394,243,637,50094,50731,1.26
October 31 2022,Spokane,WA,Truck,14,0,14,101677,101691,0.01
February 28 2023,Lewis,WA,Passenger,292,191,483,59646,60129,0.8
December 31 2022,Skamania,WA,Passenger,89,52,141,8088,8229,1.71
February 28 2023,Spokane,WA,Passenger,2035,977,3012,323047,326059,0.92
September 30 2022,Pierce,WA,Truck,46,0,46,140168,140214,0.03
December 31 2022,Spokane,WA,Passenger,1935,930,2865,323553,326418,0.88
June 30 2023,Pacific,WA,Passenger,74,92,166,15578,15744,1.05
June 30 2022,Douglas,WA,Passenger,131,58,189,28470,28659,0.66
June 30 2023,Pierce,WA,Truck,164,0,164,137042,137206,0.12
July 31 2023,King,WA,Truck,781,2,783,174781,175564,0.45
December 31 2022,Whitman,WA,Passenger,110,67,177,21874,22051,0.8
October 31 2022,Jefferson,WA,Truck,5,0,5,9383,9388,0.05
March 31 2023,Skagit,WA,Truck,17,0,17,31990,32007,0.05
October 31 2022,Kittitas,WA,Passenger,290,94,384,29539,29923,1.28
May 31 2022,Jefferson,WA,Passenger,425,216,641,24576,25217,2.54
December 31 2022,Cowlitz,WA,Truck,4,0,4,28324,28328,0.01
March 31 2022,Pacific,WA,Truck,0,0,0,8000,8000,0
January 31 2023,Adams,WA,Truck,1,0,1,5384,5385,0.02
September 30 2023,Mason,WA,Passenger,498,214,712,46118,46830,1.52
September 30 2022,Columbia,WA,Truck,0,0,0,1571,1571,0
June 30 2023,Yakima,WA,Truck,13,0,13,61061,61074,0.02
April 30 2022,Wahkiakum,WA,Truck,0,0,0,1814,1814,0
January 31 2022,King,WA,Truck,14,1,15,182503,182518,0.01
January 31 2022,Franklin,WA,Truck,0,0,0,20865,20865,0
June 30 2022,Yakima,WA,Truck,1,0,1,61364,61365,0
May 31 2022,Grays Harbor,WA,Passenger,205,158,363,49038,49401,0.73
July 31 2023,Clallam,WA,Passenger,569,293,862,48969,49831,1.73
February 28 2023,Douglas,WA,Truck,6,0,6,12873,12879,0.05
February 28 2023,Klickitat,WA,Truck,4,0,4,8264,8268,0.05
June 30 2022,Kitsap,WA,Passenger,2391,1054,3445,178063,181508,1.9
January 31 2023,Walla Walla,WA,Truck,3,0,3,13861,13864,0.02
September 30 2023,Thurston,WA,Passenger,3449,1303,4752,189540,194292,2.45
April 30 2022,Asotin,WA,Truck,0,0,0,6738,6738,0
August 31 2022,Spokane,WA,Truck,10,0,10,101817,101827,0.01
July 31 2023,Stevens,WA,Passenger,117,68,185,29542,29727,0.62
July 31 2022,Skagit,WA,Passenger,813,345,1158,89675,90833,1.27
October 31 2022,Jefferson,WA,Passenger,466,226,692,24373,25065,2.76
June 30 2022,Douglas,WA,Truck,0,0,0,12778,12778,0
January 31 2022,Benton,WA,Passenger,652,452,1104,135781,136885,0.81
July 31 2022,Kitsap,WA,Truck,13,0,13,53278,53291,0.02
January 31 2022,Thurston,WA,Truck,3,0,3,55804,55807,0.01
December 31 2023,Asotin,WA,Truck,0,0,0,6596,6596,0
October 31 2022,Mason,WA,Passenger,347,184,531,46875,47406,1.12
May 31 2023,Yakima,WA,Passenger,483,249,732,165776,166508,0.44
January 31 2023,Douglas,WA,Passenger,171,57,228,28560,28788,0.79
September 30 2022,Adams,WA,Truck,1,0,1,5422,5423,0.02
November 30 2022,Ferry,WA,Passenger,24,4,28,4355,4383,0.64
May 31 2023,Snohomish,WA,Passenger,12176,2987,15163,527674,542837,2.79
June 30 2023,Pend Oreille,WA,Truck,0,0,0,5606,5606,0
May 31 2023,San Juan,WA,Passenger,609,176,785,13805,14590,5.38
February 28 2023,King,WA,Passenger,50948,12794,63742,1327353,1391095,4.58
November 30 2022,Benton,WA,Truck,7,0,7,43358,43365,0.02
February 28 2022,Snohomish,WA,Passenger,7447,2310,9757,535357,545114,1.79
April 30 2022,Grant,WA,Passenger,159,98,257,66818,67075,0.38
January 31 2022,Skamania,WA,Passenger,60,43,103,8292,8395,1.23
May 31 2022,Skagit,WA,Truck,2,0,2,32364,32366,0.01
October 31 2022,Douglas,WA,Passenger,158,59,217,28401,28618,0.76
April 30 2022,Klickitat,WA,Truck,0,0,0,8271,8271,0
June 30 2022,King,WA,Truck,66,1,67,180693,180760,0.04
June 30 2023,King,WA,Passenger,57602,14676,72278,1323394,1395672,5.18
February 28 2023,Kittitas,WA,Passenger,319,92,411,29494,29905,1.37
October 31 2022,Klickitat,WA,Truck,3,0,3,8239,8242,0.04
March 31 2023,Pacific,WA,Truck,3,0,3,7807,7810,0.04
July 31 2023,Benton,WA,Passenger,1172,578,1750,135157,136907,1.28
October 31 2023,Douglas,WA,Passenger,236,77,313,28779,29092,1.08
October 31 2022,Skamania,WA,Truck,0,0,0,3894,3894,0
September 30 2023,Columbia,WA,Passenger,12,0,12,2429,2441,0.49
August 31 2022,Adams,WA,Truck,1,0,1,5432,5433,0.02
February 28 2022,Wahkiakum,WA,Truck,0,0,0,1813,1813,0
December 31 2023,Kitsap,WA,Truck,107,0,107,51878,51985,0.21
April 30 2023,Lewis,WA,Truck,6,0,6,26049,26055,0.02
May 31 2022,Klickitat,WA,Passenger,98,54,152,15219,15371,0.99
August 31 2023,Kitsap,WA,Truck,84,0,84,52064,52148,0.16
February 28 2022,Asotin,WA,Truck,0,0,0,6730,6730,0
August 31 2022,Lincoln,WA,Truck,0,0,0,4837,4837,0
June 30 2022,Cowlitz,WA,Truck,2,1,3,28522,28525,0.01
February 28 2022,Cowlitz,WA,Truck,0,1,1,28878,28879,0
October 31 2022,Kitsap,WA,Passenger,2628,1125,3753,176872,180625,2.08
November 30 2023,Skagit,WA,Truck,30,0,30,31700,31730,0.09
October 31 2023,Douglas,WA,Truck,8,0,8,13043,13051,0.06
June 30 2023,Stevens,WA,Passenger,113,66,179,29610,29789,0.6
February 28 2022,Pierce,WA,Truck,2,0,2,143831,143833,0
December 31 2023,Kittitas,WA,Truck,24,0,24,14611,14635,0.16
September 30 2023,Wahkiakum,WA,Passenger,27,19,46,3040,3086,1.49
January 31 2023,Kitsap,WA,Passenger,2833,1160,3993,176378,180371,2.21
October 31 2023,Wahkiakum,WA,Passenger,27,20,47,3048,3095,1.52
June 30 2022,Stevens,WA,Passenger,69,54,123,30073,30196,0.41
March 31 2022,Spokane,WA,Passenger,1438,797,2235,325237,327472,0.68
October 31 2022,Yakima,WA,Truck,5,0,5,61187,61192,0.01
March 31 2023,King,WA,Passenger,52042,13140,65182,1320077,1385259,4.71
March 31 2022,Grant,WA,Passenger,151,100,251,66793,67044,0.37
August 31 2022,Clallam,WA,Passenger,436,247,683,49483,50166,1.36
August 31 2023,Grant,WA,Truck,12,0,12,28094,28106,0.04
October 31 2022,Benton,WA,Truck,7,0,7,43290,43297,0.02
January 31 2022,Whitman,WA,Passenger,69,58,127,21917,22044,0.58
February 28 2023,Skamania,WA,Passenger,93,53,146,8091,8237,1.77
November 30 2022,Adams,WA,Passenger,22,11,33,12992,13025,0.25
February 28 2023,Island,WA,Passenger,972,410,1382,61041,62423,2.21
June 30 2023,Thurston,WA,Passenger,3098,1235,4333,189802,194135,2.23
December 31 2022,Grant,WA,Truck,4,0,4,28018,28022,0.01
April 30 2023,Klickitat,WA,Passenger,138,60,198,15128,15326,1.29
October 31 2022,Mason,WA,Truck,6,0,6,20885,20891,0.03
November 30 2022,Clark,WA,Truck,39,0,39,81920,81959,0.05
August 31 2022,Wahkiakum,WA,Passenger,24,12,36,3078,3114,1.16
October 31 2023,Klickitat,WA,Truck,13,0,13,8225,8238,0.16
July 31 2023,Pacific,WA,Truck,4,0,4,7820,7824,0.05
February 28 2023,Benton,WA,Passenger,986,518,1504,135543,137047,1.1
January 31 2023,Wahkiakum,WA,Passenger,25,15,40,3048,3088,1.3
February 28 2023,Stevens,WA,Passenger,99,57,156,29857,30013,0.52
May 31 2022,Pacific,WA,Truck,0,0,0,7939,7939,0
November 30 2023,Wahkiakum,WA,Truck,4,0,4,1759,1763,0.23
August 31 2022,Pacific,WA,Truck,0,0,0,7844,7844,0
December 31 2022,Clallam,WA,Passenger,484,262,746,49355,50101,1.49
May 31 2023,King,WA,Passenger,55575,14199,69774,1321135,1390909,5.02
November 30 2022,Pend Oreille,WA,Passenger,19,13,32,8951,8983,0.36
February 28 2022,Kitsap,WA,Truck,0,0,0,53986,53986,0
October 31 2022,Pierce,WA,Truck,62,0,62,139900,139962,0.04
May 31 2022,Wahkiakum,WA,Passenger,22,10,32,3083,3115,1.03
September 30 2022,Lincoln,WA,Truck,0,0,0,4842,4842,0
September 30 2022,Mason,WA,Passenger,336,175,511,46850,47361,1.08
December 31 2022,San Juan,WA,Truck,8,0,8,5911,5919,0.14
February 28 2022,Lincoln,WA,Passenger,7,17,24,7675,7699,0.31
May 31 2023,Clark,WA,Passenger,5646,2278,7924,313301,321225,2.47
December 31 2023,Okanogan,WA,Truck,8,0,8,16364,16372,0.05
December 31 2023,Benton,WA,Truck,36,0,36,42991,43027,0.08
August 31 2022,Columbia,WA,Passenger,8,0,8,2432,2440,0.33
July 31 2023,Adams,WA,Passenger,23,12,35,13041,13076,0.27
January 31 2023,Grays Harbor,WA,Passenger,260,164,424,48533,48957,0.87
May 31 2023,Benton,WA,Passenger,1119,560,1679,135363,137042,1.23
September 30 2022,Spokane,WA,Truck,12,0,12,101746,101758,0.01
September 30 2023,Pend Oreille,WA,Passenger,31,16,47,8831,8878,0.53
November 30 2022,King,WA,Truck,337,2,339,178701,179040,0.19
April 30 2022,Grant,WA,Truck,0,0,0,28059,28059,0
August 31 2022,Adams,WA,Passenger,21,9,30,12927,12957,0.23
December 31 2023,Spokane,WA,Passenger,2859,1407,4266,322756,327022,1.3
November 30 2022,Lincoln,WA,Truck,0,0,0,4848,4848,0
March 31 2022,King,WA,Truck,25,1,26,181850,181876,0.01
January 31 2023,Pierce,WA,Truck,97,0,97,138890,138987,0.07
April 30 2023,Thurston,WA,Passenger,2907,1191,4098,190110,194208,2.11
March 31 2022,Columbia,WA,Passenger,6,0,6,2444,2450,0.24
December 31 2022,Wahkiakum,WA,Passenger,26,13,39,3032,3071,1.27
August 31 2023,Wahkiakum,WA,Passenger,26,18,44,3025,3069,1.43
February 28 2022,Snohomish,WA,Truck,3,0,3,125063,125066,0
December 31 2023,Yakima,WA,Truck,15,0,15,60926,60941,0.02
January 31 2023,Kittitas,WA,Truck,5,0,5,14548,14553,0.03
November 30 2022,Stevens,WA,Passenger,88,56,144,29944,30088,0.48
February 28 2023,Klickitat,WA,Passenger,126,57,183,15098,15281,1.2
November 30 2023,Kittitas,WA,Truck,19,0,19,14621,14640,0.13
June 30 2022,San Juan,WA,Truck,1,0,1,5982,5983,0.02
April 30 2022,Kitsap,WA,Passenger,2324,1020,3344,178537,181881,1.84
May 31 2023,Franklin,WA,Passenger,301,137,438,61957,62395,0.7
October 31 2023,Spokane,WA,Truck,48,0,48,101714,101762,0.05
February 28 2023,Jefferson,WA,Passenger,510,243,753,24235,24988,3.01
December 31 2023,Pend Oreille,WA,Truck,2,0,2,5578,5580,0.04
July 31 2022,Snohomish,WA,Truck,27,0,27,123384,123411,0.02
November 30 2022,Skamania,WA,Truck,0,0,0,3890,3890,0
May 31 2022,Grant,WA,Truck,0,0,0,27971,27971,0
December 31 2022,Chelan,WA,Passenger,535,142,677,54179,54856,1.23
August 31 2022,Cowlitz,WA,Truck,2,0,2,28420,28422,0.01
April 30 2022,Pacific,WA,Truck,0,0,0,7969,7969,0
January 31 2022,Skamania,WA,Truck,0,0,0,3984,3984,0
April 30 2023,San Juan,WA,Passenger,600,175,775,13811,14586,5.31
June 30 2022,San Juan,WA,Passenger,513,157,670,14047,14717,4.55
August 31 2023,Whatcom,WA,Truck,66,0,66,42608,42674,0.15
January 31 2023,Grant,WA,Truck,5,0,5,28003,28008,0.02
December 31 2022,Jefferson,WA,Truck,6,0,6,9354,9360,0.06
March 31 2022,Kitsap,WA,Passenger,2274,1005,3279,178782,182061,1.8
May 31 2022,Lewis,WA,Passenger,229,175,404,59425,59829,0.68
November 30 2022,Grant,WA,Truck,4,0,4,27948,27952,0.01
November 30 2023,Skagit,WA,Passenger,1310,473,1783,88740,90523,1.97
October 31 2022,Clallam,WA,Truck,7,0,7,21865,21872,0.03
August 31 2023,Benton,WA,Passenger,1208,594,1802,135143,136945,1.32
November 30 2022,Adams,WA,Truck,1,0,1,5396,5397,0.02
December 31 2023,Ferry,WA,Truck,0,0,0,3534,3534,0
June 30 2022,Pacific,WA,Passenger,61,71,132,15862,15994,0.83
April 30 2022,Chelan,WA,Passenger,447,124,571,54469,55040,1.04
December 31 2022,Benton,WA,Truck,10,0,10,43287,43297,0.02
May 31 2023,Whitman,WA,Passenger,143,75,218,21903,22121,0.99
January 31 2022,Wahkiakum,WA,Truck,0,0,0,1814,1814,0
May 31 2023,Island,WA,Truck,28,0,28,20926,20954,0.13
December 31 2023,Kittitas,WA,Passenger,463,119,582,29406,29988,1.94
June 30 2023,Jefferson,WA,Passenger,558,256,814,24295,25109,3.24
November 30 2022,Skagit,WA,Passenger,906,352,1258,89277,90535,1.39
July 31 2023,Mason,WA,Passenger,467,212,679,46211,46890,1.45
February 28 2022,Franklin,WA,Truck,0,0,0,20897,20897,0
January 31 2023,Thurston,WA,Passenger,2691,1141,3832,191226,195058,1.96
November 30 2023,Spokane,WA,Truck,54,0,54,101630,101684,0.05
April 30 2023,Spokane,WA,Passenger,2157,1027,3184,321464,324648,0.98
November 30 2023,Okanogan,WA,Truck,8,0,8,16344,16352,0.05
July 31 2023,Garfield,WA,Truck,0,0,0,977,977,0
April 30 2023,Kitsap,WA,Passenger,3057,1230,4287,175553,179840,2.38
